id,NameID,DescriptionID,NameIDParam,DescriptionIDParam,Type,TypeParam1,TypeParam2,TypeParam3,Potential1,Potential2,Potential3,Potential4,Potential5,Potential6,Potential7,Potential8,Potential9,Potential10,LevelLimit,HeroLevelLimit,NeedJobClass,Rank,OverlapCount,IconImageIndex,Amount,SellAmount,State1,State1_GenProb,State1_Min,State1_Max,State2,State2_GenProb,State2_Min,State2_Max,State3,State3_GenProb,State3_Min,State3_Max,State4,State4_GenProb,State4_Min,State4_Max,State5,State5_GenProb,State5_Min,State5_Max,State6,State6_GenProb,State6_Min,State6_Max,State7,State7_GenProb,State7_Min,State7_Max,State8,State8_GenProb,State8_Min,State8_Max,State9,State9_GenProb,State9_Min,State9_Max,State10,State10_GenProb,State10_Min,State10_Max,Skill_GenProb,SkillID,SkillLevel,SkillUsingType,Reversion,SealCount,IsAuthentication,IsDestruction,IsCash,RootSound,DragSound,UseSound,DropSkinName,DropAniName,DropActName,EnchantID,DisjointorType,Disjointamount,DisjointDrop1,AllowMapTypes,ShowAlarmDialog,NeedPvPRank,SealID,IsSealed,CashTradeCount,Compose,ComposeList,ApplicableValue,ApplicableValue2,IsCollectingEvent,ExchangeType,UseLevelLimit,IsRebuyable,ItemCategoryType,AbleWStorage,isUse,dragonjeweltype,CashOverLabBuy,ShowOldLabel,TierName,GearScore,overlablimit,AbleStorage,CashDisjointGroup,TooltipCharmNum,CloneSkillOn
304316416,1000011086,1000021959,"{1000021957},{2191}","{1000002511},24,{2273},{2191}",8,166000000,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316420,1000011086,1000021959,"{1000021957},{2193}","{1000002511},24,{2273},{2193}",8,166000400,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316424,1000011086,1000021959,"{1000021957},{2194}","{1000002511},24,{2273},{2194}",8,166000800,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316428,1000011086,1000021959,"{1000021957},{2192}","{1000002511},24,{2273},{2192}",8,166001200,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316480,1000011086,1000021959,"{1000021957},{1000001963}","{1000002511},24,{2273},{1000001963}",8,166006400,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316484,1000011086,1000021959,"{1000021957},{1000001972}","{1000002511},24,{2273},{1000001972}",8,166006800,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316488,1000011086,1000021959,"{1000021957},{1000001979}","{1000002511},24,{2273},{1000001979}",8,166007200,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316492,1000011086,1000021959,"{1000021957},{40}","{1000002511},24,{2273},{40}",8,166007600,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316496,1000011086,1000021959,"{1000021957},{41}","{1000002511},24,{2273},{41}",8,166008000,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,1,12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316688,1000011086,1000021959,"{1000021957},{1000001883}","{1000002511},24,{2273},{1000001883}",8,166021600,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,3,1,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
304316692,1000011086,1000021959,"{1000021957},{1000001889}","{1000002511},24,{2273},{1000001889}",8,166022000,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,3,1,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4796,4795,4794,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
