id,NameID,DescriptionID,NameIDParam,DescriptionIDParam,Type,TypeParam1,TypeParam2,TypeParam3,Potential1,Potential2,Potential3,Potential4,Potential5,Potential6,Potential7,Potential8,Potential9,Potential10,LevelLimit,HeroLevelLimit,NeedJobClass,Rank,OverlapCount,IconImageIndex,Amount,SellAmount,State1,State1_GenProb,State1_Min,State1_Max,State2,State2_GenProb,State2_Min,State2_Max,State3,State3_GenProb,State3_Min,State3_Max,State4,State4_GenProb,State4_Min,State4_Max,State5,State5_GenProb,State5_Min,State5_Max,State6,State6_GenProb,State6_Min,State6_Max,State7,State7_GenProb,State7_Min,State7_Max,State8,State8_GenProb,State8_Min,State8_Max,State9,State9_GenProb,State9_Min,State9_Max,State10,State10_GenProb,State10_Min,State10_Max,Skill_GenProb,SkillID,SkillLevel,SkillUsingType,Reversion,SealCount,IsAuthentication,IsDestruction,IsCash,RootSound,DragSound,UseSound,DropSkinName,DropAniName,DropActName,EnchantID,DisjointorType,Disjointamount,DisjointDrop1,AllowMapTypes,ShowAlarmDialog,NeedPvPRank,SealID,IsSealed,CashTradeCount,Compose,ComposeList,ApplicableValue,ApplicableValue2,IsCollectingEvent,ExchangeType,UseLevelLimit,IsRebuyable,ItemCategoryType,AbleWStorage,isUse,dragonjeweltype,CashOverLabBuy,ShowOldLabel,TierName,GearScore,overlablimit,AbleStorage,CashDisjointGroup,TooltipCharmNum,CloneSkillOn
268491096,1000172334,1000173509,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268491097,1000172328,1000173510,,"{1000164235},3,{1728},{1000164309},3,{1728},{1000163847},30,{1728},{1000172329},1,{1728}",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,1,13142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268488907,1000161571,1000181474,,"{1000172351},{507},{1000172348},{1000164169},{1000172349},{1000181132}",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,1,13428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268484683,1000154221,1000154222,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268488374,1000159782,1000170680,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,1,14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
61076,1000156858,1000172804,,"{1000114088},{1000020032}",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
61077,1000169990,1000172832,,{1000172831},2,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,,3,1,12389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268484948,1000156858,1000173554,,"1000,350,5000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
268484949,1000156858,1000173555,,"2000,350,5000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,1,18204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
61078,1000150257,1000173108,,{1000173107},2,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,,5,1,13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,1,0,,0
